episode_idx,return_sum,steps,conflicts,avg_manhattan_FM
0,29.27,500,0,5.508
1,37.15,500,0,5.648
2,30.48,500,0,3.872
3,33.99,500,0,4.824
4,18.83,500,0,4.414
5,26.16,407,0,4.22113
