episode_idx,return_sum,steps,conflicts,avg_manhattan_FM
0,34.24,500,0,4.7
1,29.94,500,0,4.83
2,32.66,500,0,4.92
3,31.71,500,0,5.306
4,34.37,500,0,5.752
5,43.57,442,0,4.090498
6,31.81,500,0,4.172
7,39.08,325,0,4.812308
8,39.29,361,0,3.709141
9,34.7,340,0,4.735294
10,38.85,500,0,5.022
11,34.63,500,0,5.554
12,27.1,500,0,5.542
13,40.06,471,0,4.433121
14,40.64,356,0,3.755618
15,30.38,500,0,3.342
16,35.98,500,0,4.816
