episode_idx,return_sum,steps,conflicts,avg_manhattan_FM
0,29.27,500,0,5.508
1,37.15,500,0,5.648
2,30.48,500,0,3.872
3,16.01,500,0,4.206
4,21.36,500,0,5.232
5,21.12,500,0,3.358
