episode_idx,return_sum,steps,conflicts,avg_manhattan_FM
0,27.51,500,0,4.802
1,29.3,500,0,4.796
2,41.53,459,0,4.605664
3,30.38,500,0,4.152
4,19.72,500,0,4.584
5,22.74,463,0,6.058315
